Acquired on 3/8/2002 at 23:43:29
Device Descriptor:  [none]
Number of Scan Averages:  1
Time Domain Window Resolution Bandwidth (pm):  3.146018
Filter Resolution Bandwidth (pm):  0.000000
Convolved Resolution Bandwidth (pm):  3.146018
Channel Width: 0.200 nm

X Axis - Wavelength (nm)	X Axis - Frequency (GHz)	Insertion Loss (dB)	Group Delay (ps)	Chromatic Dispersion (ps/nm)	Polarization Dependent Loss (dB)	Polarization Mode Dispersion (ps)	Linear Phase Deviation (rad)	Quadratic Phase Deviation (rad)	JM Element a Amplitude	JM Element b Amplitude	JM Element c Amplitude	JM Element d Amplitude	JM Element a Phase (rad)	JM Element b Phase (rad)	JM Element c Phase (rad)	JM Element d Phase (rad)	X Axis - Time (ns)	Time Domain Amplitude (GW/J)	Time Domain Wavelength (nm)	Max Loss (dB)	Min Loss (dB)	Second Order PMD (ps^2)	Phase Ripple Linear (rad)	Phase Ripple Quadratic (rad)
   1546.986105	193791.306223	-15.686581	1673.251771	-173.798919	35.654693	310.085344	3.165358	-2.769958	0.074035	0.145354	0.075502	0.147268	-2.919120	1.751221	-0.301329	-1.833026	0.061127	0.000000	1549.921247	-12.677462	-48.332154	172042.295159	2.035054	0.974401
   1546.988656	193790.986706	-15.421963	1672.808474	-7114.009109	35.692390	92.916009	3.260539	-3.016105	0.075517	0.151034	0.075891	0.152040	-2.879509	1.820488	-0.270114	-1.771174	0.062655	0.000000	1550.017914	-12.412834	-48.105225	110790.534819	2.093621	0.946577
   1546.991206	193790.667188	-15.256589	1654.663204	-10346.876745	37.007255	4.112070	3.392148	-3.235306	0.076620	0.153604	0.077466	0.155407	-2.880866	1.813932	-0.268596	-1.786298	0.064184	0.000000	1549.716698	-12.247154	-49.254408	44280.181227	1.349367	0.636437
   1546.993757	193790.347670	-15.153192	1628.271969	2886.741919	38.523486	220.983119	3.576740	-3.411004	0.076738	0.155404	0.079533	0.157127	-3.110528	1.590464	-0.477143	-2.005473	0.065712	0.000000	1549.177508	-12.143502	-50.666988	187198.163075	1.408986	0.633673
   1546.996308	193790.028153	-14.920991	1635.635054	-6694.354842	40.942381	23.953965	3.746550	-3.610967	0.078965	0.160263	0.080773	0.161129	-3.100492	1.611611	-0.454781	-1.984275	0.067240	0.000000	1548.874412	-11.911041	-52.853422	98216.184652	1.485235	0.629500
   1546.998858	193789.708635	-14.817928	1618.560002	4283.816246	42.869733	215.130314	3.950640	-3.786130	0.079610	0.162714	0.081731	0.162665	2.968131	1.393668	-0.662366	-2.212384	0.068768	0.000000	1549.572988	-11.807852	-54.677585	162067.280321	1.200022	0.644235
   1547.001409	193789.389118	-14.625456	1629.486615	809.934627	43.889831	407.052482	4.132793	-3.992712	0.082184	0.166082	0.084618	0.165663	2.520398	0.995422	-1.087772	-2.615732	0.070296	0.000000	1550.102576	-11.615333	-55.505164	188133.090106	1.174247	0.708742
   1547.003960	193789.069600	-14.460805	1631.552500	-7834.158397	53.077810	1277.524176	4.310799	-4.212922	0.083684	0.170807	0.082150	0.169350	1.248610	-0.286755	-2.362144	2.380373	0.071825	0.000000	1550.378115	-11.450527	-64.528337	632586.661980	1.166992	0.758379
   1547.006510	193788.750083	-14.331978	1611.569994	-441.420310	49.637291	10.346045	4.528922	-4.402497	0.084981	0.172507	0.083731	0.172542	1.233869	-0.306806	-2.377656	2.357534	0.073353	0.000000	1549.632542	-11.321726	-60.959017	631220.099074	1.047913	0.830580
   1547.009061	193788.430565	-14.074071	1610.444064	-9806.315470	43.808060	429.815863	4.749305	-4.599292	0.088807	0.176322	0.088515	0.177381	1.622493	0.114019	-1.961794	2.782082	0.074881	0.000000	1549.175553	-11.063952	-54.872012	298834.581487	1.050085	0.890635
